topology_label,hosts_count,run_id,prompt,operation,ok,error,total_ms,llm_ms,onos_ms,verify_ms
linear_6,6,28,remove intents from h6,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h6'],53610.67232000278,53579.763721001655,21.679981997294817,9.033426002133638
linear_6,6,29,"remove intents from h6, h5 and h4",delete_intents_between_hosts,True,,56563.49954600228,56532.389847998274,16.095218998088967,14.937206000467995
linear_6,6,30,"remove intents from h6, h4 and h3",delete_intents_between_hosts,True,,56564.43333199786,56532.743944000686,16.167163998034084,15.337206998083275
linear_6,6,31,remove all intents,delete_all_intents,True,,52268.62918600091,52262.91034899987,2.886170997953741,2.640755999891553
linear_6,6,32,remove all intents,delete_all_intents,True,,52287.279688000126,52281.5760630001,2.804340001603123,2.7093659991805907
linear_6,6,33,remove all intents,delete_all_intents,True,,50656.040337999,50649.824705000356,3.2600780032225884,2.7701130020432174
linear_6,6,34,remove all intents,delete_all_intents,True,,52293.52300000028,52287.7748030005,2.888136001274688,2.6757870000437833
linear_6,6,35,remove all intents,delete_all_intents,True,,52300.52657200213,52291.928811002435,2.9375740014074836,5.459086001792457
linear_6,6,36,remove all intents,delete_all_intents,True,,50659.711175001576,50653.786014001525,2.9869309983041603,2.752280001004692
linear_6,6,37,remove all intents,delete_all_intents,True,,52300.224901002366,52294.25584299679,2.92124000043259,2.8575020005519036
linear_6,6,38,remove all intents,delete_all_intents,True,,52302.87908799801,52296.906728002796,3.1397109996760264,2.8086700003768783
linear_6,6,39,remove all intents,delete_all_intents,True,,52298.87142100051,52292.91267399822,2.977824999106815,2.7909789969271515
linear_6,6,40,remove all intents,delete_all_intents,True,,52294.66363100073,52289.03849700146,2.960011999675771,2.648531000886578
linear_9,9,1,connect h6 and h1,connect_hosts,True,,54028.11915699931,54003.17986799928,11.978282000200124,12.770696997904452
linear_9,9,2,connect h3 and h9,connect_hosts,True,,54928.125402999285,54901.3071469999,13.370300999667961,13.24278300307924
linear_9,9,3,connect h6 and h9,connect_hosts,True,,54924.15784400146,54897.82286099944,13.114494999172166,13.012014002015349
linear_9,9,4,connect h4 and h3,connect_hosts,True,,54913.72211000271,54889.20363199941,11.729798003216274,12.601574999280274
linear_9,9,5,connect h1 and h7,connect_hosts,True,,54936.440514000424,54910.92247600318,11.881217997142812,13.450132002617465
linear_9,9,6,connect h2 and h7,connect_hosts,True,,54929.25823300175,54898.5545430005,15.313560001231963,15.046410997456405
linear_9,9,7,connect h2 and h1,connect_hosts,True,,54923.91113800113,54893.16004600187,14.95913699909579,15.557672999420902
linear_9,9,8,connect h6 and h8,connect_hosts,True,,54916.94153099888,54890.494589999435,12.831329000619007,13.426507000986021
linear_9,9,9,connect h2 and h1,connect_hosts,True,,54920.5194549977,54894.31754000179,12.515988000814104,13.491318000887986
linear_9,9,10,connect h2 and h3,connect_hosts,True,,54945.65958699968,54917.399637000926,13.072974001261173,14.934736998839071
linear_9,9,11,list intents,list_intents,True,,51634.495447997324,51630.826410000736,3.3863970020320266,0.0
linear_9,9,12,list intents,list_intents,True,,51642.544158999954,51638.67279400074,3.6239179971744306,0.0
linear_9,9,13,list intents,list_intents,True,,50003.34716699945,49999.110576998646,4.040808998979628,0.0
linear_9,9,14,list intents,list_intents,True,,51643.51177199933,51638.79954500226,4.512970997893717,0.0
linear_9,9,15,list intents,list_intents,True,,51637.70536499942,51634.23076300023,3.2921829988481477,0.0
linear_9,9,16,list intents,list_intents,True,,51643.5097020003,51640.160884999204,3.1511759989371058,0.0
linear_9,9,17,list intents,list_intents,True,,51650.47186100128,51646.77699300228,3.507604000333231,0.0
linear_9,9,18,list intents,list_intents,True,,51631.96737999897,51628.65284399959,3.0822020016785245,0.0
linear_9,9,19,list intents,list_intents,True,,51641.61997700285,51637.739515997964,3.603497003496159,0.0
linear_9,9,20,list intents,list_intents,True,,51638.777011001366,51635.36136699986,3.226089000236243,0.0
linear_9,9,21,remove intents from h1 and h5,delete_intents_between_hosts,True,,54303.790535999724,54262.58678500017,26.915365000604652,14.095463000558084
linear_9,9,22,remove intents from h8,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h8'],53588.95569800006,53557.564701000956,22.677438999380684,8.521832998667378
linear_9,9,23,remove intents from h1,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h1'],53669.56645800019,53576.69884599818,83.8650650002819,8.78603499950259
linear_9,9,24,remove intents from h9,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h9'],53637.72848799999,53573.715864000405,54.38664000030258,9.380296996823745
linear_9,9,25,remove intents from h9 and h6,delete_intents_between_hosts,True,,54264.99421100016,54239.53026199888,12.501362998591503,12.741965998429805
linear_9,9,26,remove intents from h7 and h9,delete_intents_between_hosts,True,,54288.477476999105,54261.85500399879,13.039189998380607,13.342041002033511
linear_9,9,27,"remove intents from h9, h8 and h5",delete_intents_between_hosts,True,,56580.694348998804,56543.56806099895,19.110721001197817,17.80292900002678
linear_9,9,28,"remove intents from h7, h6 and h5",delete_intents_between_hosts,True,,56556.892157997936,56523.91127100054,15.941899000608828,16.847294999024598
linear_9,9,29,remove intents from h3 and h2,delete_intents_between_hosts,True,,54287.04158999972,54246.818730000086,26.441182002599817,13.590704002126586
linear_9,9,30,remove intents from h5,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h5'],53610.88978100088,53580.445387997315,21.95471600134624,8.292106998851523
linear_9,9,31,remove all intents,delete_all_intents,False,delete_all_intents left 1 intents for appId=org.onosproject.ovsdb,52308.83972000083,52257.33827399745,47.66996499893139,3.644977001385996
linear_9,9,32,remove all intents,delete_all_intents,True,,50606.21493199869,50599.82809199937,3.227878998586675,2.7977319987257943
linear_9,9,33,remove all intents,delete_all_intents,True,,52287.68425800081,52282.43144500084,2.568804000475211,2.4918849994719494
linear_9,9,34,remove all intents,delete_all_intents,True,,50654.91560300143,50648.004531998595,3.655742999399081,2.9093510020175017
linear_9,9,35,remove all intents,delete_all_intents,True,,52283.137800000986,52276.611633002176,3.4049850000883453,2.929103997303173
linear_9,9,36,remove all intents,delete_all_intents,True,,52293.4751679968,52287.2296050009,2.9984040011186153,3.0585560016334057
linear_9,9,37,remove all intents,delete_all_intents,True,,52283.55322000061,52277.887540996744,2.7439209989097435,2.6561849990685005
linear_9,9,38,remove all intents,delete_all_intents,True,,52291.44898300001,52285.46640000059,2.9091789983795024,2.8763860027538612
linear_9,9,39,remove all intents,delete_all_intents,True,,52289.561221998156,52284.01056799703,2.684644998225849,2.6357380011177156
linear_9,9,40,remove all intents,delete_all_intents,True,,52296.521173000656,52290.456519000145,2.955948999442626,2.8526560017780866
tree_d2_f2,4,1,connect h1 and h4,connect_hosts,True,,53617.23235599857,53593.12851099821,11.830870997073362,12.054279002768453
tree_d2_f2,4,2,connect h2 and h4,connect_hosts,True,,54931.70184799965,54905.74893399753,12.105665999115445,13.619239001855021
tree_d2_f2,4,3,connect h3 and h4,connect_hosts,True,,54917.294120001316,54893.99914199748,11.315916999592446,11.793072000727989
tree_d2_f2,4,4,connect h2 and h1,connect_hosts,True,,54919.33721299938,54896.22904499993,11.087407998275012,11.834426997666014
tree_d2_f2,4,5,connect h1 and h2,connect_hosts,True,,54931.93892199997,54908.43186699931,11.065262999181869,12.185257000965066
tree_d2_f2,4,6,connect h1 and h3,connect_hosts,True,,54918.66857800051,54892.84325599874,12.046907999319956,13.56437800131971
tree_d2_f2,4,7,connect h4 and h1,connect_hosts,True,,54924.618405999354,54899.26860899868,11.827590999018867,13.334654999198392
tree_d2_f2,4,8,connect h1 and h2,connect_hosts,True,,54925.872163999884,54901.029682001536,11.201423996681115,13.333221999346279
tree_d2_f2,4,9,connect h4 and h1,connect_hosts,True,,54933.765304998815,54906.66899899952,12.837759000831284,14.008152997121215
tree_d2_f2,4,10,connect h1 and h4,connect_hosts,True,,54915.04534200067,54889.45245099967,12.35782699950505,13.042357000813354
tree_d2_f2,4,11,list intents,list_intents,True,,51618.67092000102,51615.01118399974,3.472672000498278,0.0
tree_d2_f2,4,12,list intents,list_intents,True,,51638.87106400216,51634.56419499926,4.020863001642283,0.0
tree_d2_f2,4,13,list intents,list_intents,True,,51633.42537900098,51628.80877399948,4.349886999989394,0.0
tree_d2_f2,4,14,list intents,list_intents,True,,51623.45655899844,51619.69385699922,3.5280980009702034,0.0
tree_d2_f2,4,15,list intents,list_intents,True,,51634.83049799834,51631.54606799799,3.090303998760646,0.0
tree_d2_f2,4,16,list intents,list_intents,True,,51642.56860800015,51638.42721000037,3.939154001272982,0.0
tree_d2_f2,4,17,list intents,list_intents,True,,51636.60791000075,51633.342927998456,3.071440998610342,0.0
tree_d2_f2,4,18,list intents,list_intents,True,,51635.59319599881,51632.1916099987,3.198905000317609,0.0
tree_d2_f2,4,19,list intents,list_intents,True,,51637.62378500178,51634.1169940024,3.280928998719901,0.0
tree_d2_f2,4,20,list intents,list_intents,True,,51637.64955700026,51634.23927299664,3.217748999304604,0.0
tree_d2_f2,4,21,"remove intents from h2, h1 and h3",delete_intents_between_hosts,True,,56724.66103199986,56556.27079700207,151.10187599930214,17.10136199835688
tree_d2_f2,4,22,remove intents from h4,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h4'],52924.2788149968,52819.64448599683,96.70510200157878,7.732125999609707
tree_d2_f2,4,23,remove intents from h3,delete_intents_between_hosts,True,,53060.08612700316,53046.26170300253,6.809210000938037,6.812916002672864
tree_d2_f2,4,24,remove intents from h3 and h2,delete_intents_between_hosts,True,,54291.62806200111,54269.38725600121,10.861802998988423,11.185684001247864
tree_d2_f2,4,25,"remove intents from h4, h1 and h2",delete_intents_between_hosts,True,,56576.15052700203,56542.50030800176,15.436354002304142,17.906476998177823
tree_d2_f2,4,26,remove intents from h4 and h3,delete_intents_between_hosts,True,,54266.44099400073,54244.53787799939,10.859917998459423,10.818522998306435
tree_d2_f2,4,27,"remove intents from h4, h3 and h2",delete_intents_between_hosts,True,,56573.47226099955,56542.510010000115,15.034757001558319,15.731632000097306
tree_d2_f2,4,28,"remove intents from h4, h2 and h1",delete_intents_between_hosts,True,,56559.90007799846,56530.284709002444,15.322325001761783,14.054138999199495
tree_d2_f2,4,29,"remove intents from h2, h3 and h1",delete_intents_between_hosts,True,,56570.339698999305,56536.284433997935,16.577180002059322,17.185692002385622
tree_d2_f2,4,30,remove intents from h3,delete_intents_between_hosts,True,,53461.84598900072,53445.44756799951,7.979136000358267,7.967224999447353
tree_d2_f2,4,31,remove all intents,delete_all_intents,True,,52282.69892699973,52276.956323003105,2.794615000311751,2.702997997403145
tree_d2_f2,4,32,remove all intents,delete_all_intents,True,,52293.239721002465,52287.19001200079,3.1035950014484115,2.680866000446258
tree_d2_f2,4,33,remove all intents,delete_all_intents,True,,52297.55172200021,52291.74099699958,2.992844001710182,2.6311309993616305
tree_d2_f2,4,34,remove all intents,delete_all_intents,True,,52303.54012799944,52297.37986699911,3.030979998584371,2.918996000516927
tree_d2_f2,4,35,remove all intents,delete_all_intents,True,,52298.44509300165,52292.835426997044,2.9244239995023236,2.480306000506971
tree_d2_f2,4,36,remove all intents,delete_all_intents,True,,52308.38148299881,52301.23441899923,3.448425999522442,3.447776001848979
tree_d2_f2,4,37,remove all intents,delete_all_intents,True,,52301.34371400345,52295.42926399881,2.6876869997067843,3.032966000318993
tree_d2_f2,4,38,remove all intents,delete_all_intents,True,,52292.78867500034,52286.101841000345,3.4104950027540326,2.8868209992651828
tree_d2_f2,4,39,remove all intents,delete_all_intents,True,,52292.76299100093,52287.14109700013,2.834161998180207,2.59740699766553
tree_d2_f2,4,40,remove all intents,delete_all_intents,True,,52290.44182699727,52284.81520599962,2.7197800009162165,2.710769000259461
tree_d2_f3,9,1,connect h6 and h1,connect_hosts,True,,53769.69653999913,53745.24383199969,12.074015001417138,12.184854000224732
tree_d2_f3,9,2,connect h3 and h9,connect_hosts,True,,54924.109399999,54897.858181997435,12.290656999539351,13.755689000390703
tree_d2_f3,9,3,connect h6 and h9,connect_hosts,True,,54928.48163800227,54903.0462510018,12.249456001882209,12.947122999321437
tree_d2_f3,9,4,connect h4 and h3,connect_hosts,True,,54928.0268069997,54902.398720001656,12.582552997628227,12.840307001170004
tree_d2_f3,9,5,connect h1 and h7,connect_hosts,True,,54929.24369599859,54903.19562500008,12.83653100108495,13.013759999012109
tree_d2_f3,9,6,connect h2 and h7,connect_hosts,True,,54939.55026999902,54913.44468999887,11.929049000173109,13.977801998407813
tree_d2_f3,9,7,connect h2 and h1,connect_hosts,True,,54927.19823299922,54896.50589500161,14.470024001639104,15.985901998647023
tree_d2_f3,9,8,connect h6 and h8,connect_hosts,True,,54909.31416700187,54882.583576996694,12.035132000164595,14.49304900233983
tree_d2_f3,9,9,connect h2 and h1,connect_hosts,True,,54922.635248000006,54893.75081400067,15.076498999405885,13.544093999371398
tree_d2_f3,9,10,connect h2 and h3,connect_hosts,True,,54925.30142900068,54897.0094819997,14.952063000237104,13.091302000248106
tree_d2_f3,9,11,list intents,list_intents,True,,51619.23638299777,51615.89060199913,3.117567001027055,0.0
tree_d2_f3,9,12,list intents,list_intents,True,,51646.85839499725,51643.72864300094,2.9315490028238855,0.0
tree_d2_f3,9,13,list intents,list_intents,True,,51647.2432690025,51641.479599999,5.244603002211079,0.0
tree_d2_f3,9,14,list intents,list_intents,True,,50010.833259999345,50007.1761299987,3.3814130001701415,0.0
tree_d2_f3,9,15,list intents,list_intents,True,,51647.61722000185,51644.37875099975,3.035281999473227,0.0
tree_d2_f3,9,16,list intents,list_intents,True,,51646.07694000006,51641.37560900053,4.4910620017617475,0.0
tree_d2_f3,9,17,list intents,list_intents,True,,51641.40018299804,51638.066130999505,3.1147970003075898,0.0
tree_d2_f3,9,18,list intents,list_intents,True,,51648.09303799848,51643.97928100152,3.7457830003404524,0.0
tree_d2_f3,9,19,list intents,list_intents,True,,51649.20762099791,51645.529510002234,3.474043998721754,0.0
tree_d2_f3,9,20,list intents,list_intents,True,,51647.63223099726,51644.24616799806,3.200428000127431,0.0
tree_d2_f3,9,21,remove intents from h1 and h5,delete_intents_between_hosts,True,,54305.06013500053,54263.71588300026,26.672400999814272,14.352427999256179
tree_d2_f3,9,22,remove intents from h8,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h8'],53611.96129200107,53575.68443499986,26.409486003103666,9.62032499955967
tree_d2_f3,9,23,remove intents from h1,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h1'],53692.087071998685,53601.189811997756,82.56220699695405,8.133785995596554
tree_d2_f3,9,24,remove intents from h9,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h9'],53636.36178099841,53574.08672699967,54.0460179981892,7.9909319974831305
tree_d2_f3,9,25,remove intents from h9 and h6,delete_intents_between_hosts,True,,54291.72666599334,54264.28973000293,13.0072480023955,14.220543998817448
tree_d2_f3,9,26,remove intents from h7 and h9,delete_intents_between_hosts,True,,54279.98921000108,54256.80295199709,12.23993199528195,10.755128001619596
tree_d2_f3,9,27,"remove intents from h9, h8 and h5",delete_intents_between_hosts,True,,56591.258189000655,56554.305600999214,20.34279100189451,16.342702001566067
tree_d2_f3,9,28,"remove intents from h7, h6 and h5",delete_intents_between_hosts,True,,56565.56850099878,56531.82419299992,15.819472995644901,17.656939002336003
tree_d2_f3,9,29,remove intents from h3 and h2,delete_intents_between_hosts,True,,54298.65786799928,54245.53530699632,30.5628229980357,22.205062996363267
tree_d2_f3,9,30,remove intents from h5,delete_intents_between_hosts,False,Verification failed for delete_intents_between_hosts ['h5'],53636.812224001915,53606.44414700073,21.74201100569917,8.423733001109213
tree_d2_f3,9,31,remove all intents,delete_all_intents,False,delete_all_intents left 1 intents for appId=org.onosproject.ovsdb,52316.86453200382,52264.45234200219,48.23788599605905,3.9699059998383746
tree_d2_f3,9,32,remove all intents,delete_all_intents,True,,52276.19119100564,52270.26543199463,2.698866999708116,2.984341001138091
tree_d2_f3,9,33,remove all intents,delete_all_intents,True,,52296.090666000964,52289.74354299862,3.299135001725517,2.8442800030461513
tree_d2_f3,9,34,remove all intents,delete_all_intents,True,,50657.74658299779,50652.0939500042,2.6372049978817813,2.8254799981368706
tree_d2_f3,9,35,remove all intents,delete_all_intents,True,,52296.14160300116,52290.10832500353,3.1642359972465783,2.6607920008245856
tree_d2_f3,9,36,remove all intents,delete_all_intents,True,,52294.1064550032,52288.18439000315,2.9355579972616397,2.779275004286319
tree_d2_f3,9,37,remove all intents,delete_all_intents,True,,52296.34656300186,52289.822972001275,3.3574740009498782,2.905102002841886
tree_d2_f3,9,38,remove all intents,delete_all_intents,True,,52291.66346800048,52285.218528995756,3.357541994773783,2.8800839936593547
tree_d2_f3,9,39,remove all intents,delete_all_intents,True,,50657.078818003356,50651.53736000502,2.865194997866638,2.4600879987701774
tree_d2_f3,9,40,remove all intents,delete_all_intents,True,,52286.04964999977,52279.931241006125,2.9161770071368665,3.004029000294395
